Subject:	P
Date:	08/26/2015
Stage:	K27: 75 degrees
Device:	Knob
Device Position:	1.250000
Constraint:	None
Trial Initiation Threshold:	5.00 degrees (total)
Hit Threshold:	75.00 degrees (total)
Hit Window:	2.00 s

Overall Hit Rate:	95.49%
Hits:	127
Misses:	6
Mean Max Turn Distance for Session:	85.24 degrees (total)
Standard Deviation:	12.97
Max of Signal (deg):	107.750000
Min of Signal (deg):	-0.250000
Mean Peak Velocity (deg/10ms):	4.338488
Mean Peak Acceleration (deg/10ms^2):	0.742075
Mean Number of Turns:	1.142857
Mean Latency to Hit (ms):	127.236220
Total Mean Turn Distance (deg):	82.024530

Trial 	Time		Outcome		degrees		Hit Thres	Peak Vel	Peak Accel	# of Turns	Latency to hit	Avg turn distance
1	14:31:06	H		85.75		75.00		3.94		0.92		1.00		122.00		85.70
2	14:31:11	H		85.75		75.00		4.33		0.57		1.00		130.00		85.65
3	14:31:17	H		91.50		75.00		4.20		0.80		1.00		125.00		91.50
4	14:31:23	H		93.50		75.00		3.12		0.67		1.00		132.00		93.40
5	14:31:29	H		87.25		75.00		5.03		0.65		1.00		125.00		87.20
6	14:31:36	H		80.00		75.00		2.92		0.94		1.00		141.00		79.85
7	14:31:42	H		85.00		75.00		3.17		0.55		1.00		131.00		84.75
8	14:31:48	H		79.00		75.00		2.92		1.16		2.00		200.00		45.77
9	14:31:57	H		84.00		75.00		3.73		0.88		1.00		131.00		83.85
10	14:32:03	H		87.25		75.00		4.94		0.55		1.00		126.00		86.90
11	14:32:10	H		80.50		75.00		3.41		0.39		1.00		133.00		80.45
12	14:32:16	H		91.50		75.00		3.69		1.38		1.00		125.00		91.45
13	14:32:25	H		92.00		75.00		3.37		0.92		1.00		125.00		91.80
14	14:32:31	H		87.50		75.00		3.60		0.84		2.00		124.00		74.25
15	14:32:37	H		89.50		75.00		3.37		0.78		1.00		129.00		89.50
16	14:32:46	H		82.50		75.00		3.69		0.92		1.00		136.00		82.40
17	14:32:52	H		85.25		75.00		3.38		0.60		1.00		130.00		85.10
18	14:32:59	H		85.25		75.00		3.61		0.39		1.00		125.00		85.20
19	14:33:05	H		89.75		75.00		3.77		0.76		1.00		126.00		89.70
20	14:33:11	H		88.00		75.00		4.74		0.70		1.00		121.00		87.60
21	14:33:17	H		92.75		75.00		4.32		0.85		1.00		130.00		92.70
22	14:33:30	H		85.25		75.00		5.34		0.67		1.00		119.00		85.25
23	14:33:35	H		92.25		75.00		4.43		0.51		1.00		125.00		92.10
24	14:33:41	H		89.75		75.00		4.42		0.54		1.00		125.00		89.65
25	14:33:47	H		89.25		75.00		3.72		0.27		1.00		127.00		89.20
